game_name,cluster_id,cluster_label
Terrorist Takedown: Covert Operations,1,Easy
The Elder Scrolls IV: Knights of the Nine,1,Easy
Sword of the Stars: Ultimate Collection,1,Easy
Stronghold Legends,1,Easy
Secret Files: Tunguska,1,Easy
RollerCoaster Tycoon 3: Platinum,1,Easy
RF Online,1,Easy
Red Orchestra: Ostfront 41-45,1,Easy
Oblivion,1,Easy
Prey,1,Easy
Medieval II: Total War,1,Easy
Might and Magic: Dark Messiah,1,Easy
Neverwinter Nights 2,1,Easy
Mark of Chaos,1,Easy
Jackal,1,Easy
International Cue Club,1,Easy
Heroes of Might and Magic V,1,Easy
Hitman: Blood Money,1,Easy
Guild Wars Nightfall,1,Easy
Gothic 3,1,Easy
GTI Racing,1,Easy
Heroes of Annihilated Empires,1,Easy
Half-Life 2: Episode 1,1,Easy
FlatOut 2,1,Easy
Feeding Frenzy 2: Shipwreck Showdown,1,Easy
Faces of War,1,Easy
F.E.A.R. Extraction Point,1,Easy
F.E.A.R. Combat,1,Easy
ETROM: The Astral Essence,1,Easy
El Matador,1,Easy
Dreamfall: The Longest Journey,1,Easy
Devil May Cry 3 SE,1,Easy
Desperate Housewives: The Game,1,Easy
Desperados 2: Coopers Revenge,1,Easy
DarkStar One,1,Easy
Company of Heroes,1,Easy
Commandos: Strike Force,1,Easy
Dominions 3: The Awakening,1,Easy
Colin McRae Dirt,1,Easy
Charlottes Web: Wilbur and Friends,1,Easy
Castle of Shikigami III,1,Easy
Cars: Radiator Springs Adventures,1,Easy
Caesar IV,1,Easy
Call of Cthulhu: Dark Corners of the Earth,1,Easy
BloodRayne 2,1,Easy
Battlefield 2: Euro Force,1,Easy
Battlefield 2142,1,Easy
Auto Assault,1,Easy
AssaultCube,1,Easy
Alarm for Cobra 11-Nitro,1,Easy
25 To Life,1,Easy
Yu-Gi-Oh! Online: Duel Evolution,1,Easy
Whirlwind of Vietnam,1,Easy
Virtua Tennis 3,1,Easy
War Front: Turning Point,1,Easy
Two Worlds,1,Easy
Trepidation,1,Easy
Transformers: The Game,1,Easy
Titan Quest: Gold,1,Easy
Titan Quest: Immortal Throne,1,Easy
Tortuga: Two Treasures,1,Easy
TimeShift,1,Easy
Tiger Woods PGA Tour 08,1,Easy
The Settlers: Rise of an Empire,1,Easy
The Lord of the Rings Online: Shadows of Angmar,1,Easy
The Haunted House,1,Easy
The Hell In Vietnam,1,Easy
The Elder Scrolls IV: Shivering Isles,1,Easy
Sword 2,1,Easy
Team Fortress 2,1,Easy
Tabula Rasa,1,Easy
Supreme Commander,1,Easy
Special Force Online,1,Easy
Spider Man 3,1,Easy
Ship simulator 2008,1,Easy
Rugby 08,1,Easy
S.T.A.L.K.E.R.: Shadow of Chernobyl,1,Easy
Sega Rally Revo,1,Easy
Resistance,1,Easy
Resident Evil 4,1,Easy
Pro Evolution Soccer 2008,1,Easy
Piu - space wars,1,Easy
Ninja Gaiden Sigma,3,Competitive/E-Sports
Neverwinter Nights 2: Mask of the betrayer,1,Easy
Nethergate: Resurrection,1,Easy
Need for Speed: Prostreet,1,Easy
Medieval II: Total War Kingdoms,1,Easy
Monster Hunter Frontier Online,1,Easy
Mass Effect,1,Easy
Medal of Honor: Airborne,1,Easy
Maelstrom,1,Easy
MapleStory,3,Competitive/E-Sports
Lineage 2: Gracia Epilogue,1,Easy
Lineage 2,1,Easy
Jack Orlando: Directors Cut,1,Easy
Hospital Tycoon,1,Easy
IL-2 Sturmovik: 1946,1,Easy
Kane & Lynch: Dead Men,1,Easy
Hard Time,1,Easy
Halo 3,2,AAA Medium Graphics
Half-Life 2: Episode 2,1,Easy
Genesis Rising: The Universal Crusade,1,Easy
F.E.A.R. Perseus Mandate,1,Easy
Europa Universalis III: Napoleons Ambition,1,Easy
Europa Universalis III,1,Easy
escape from HELL,1,Easy
Fiesta Online,1,Easy
Darkness Within,1,Easy
Crysis,1,Easy
Crash Time: Autobahn Pursuit,1,Easy
Code of Honor - The French Foreign Legion,1,Easy
Call of Juarez,1,Easy
Call of Duty 4: Modern Warfare,1,Easy
Burn,1,Easy
Brian Lara International Cricket 2007,1,Easy
Blockland,1,Easy
Bioshock,1,Easy
Battlestations: Midway,1,Easy
Avencast: Rise of the Mage,1,Easy
ArmA Armed Assault,1,Easy
Ancient Wars: Sparta,1,Easy
Alarm for Cobra 11-Crash Time,1,Easy
9Dragons,1,Easy
8 Kingdoms,1,Easy
18 wheels of steel american long haul,1,Easy
Agarest:Generations of War,3,Competitive/E-Sports
Donald Duck: Goin Quackers,1,Easy
Combat Mission Beyond Overlord,1,Easy
Cabelas GrandSlam Hunting: North American 29,1,Easy
Cabelas Big Game Hunter 4,1,Easy
Arthurs Knights,1,Easy
Star Wars Galactic Battlegrounds,1,Easy
Severance: Blade of Darkness,1,Easy
Wizardry 8,1,Easy
RuneScape,3,Competitive/E-Sports
Project Runway,1,Easy
Original War,1,Easy
Onimusha: Warlords,3,Competitive/E-Sports
Max Payne 1,1,Easy
Jekyll and Hyde,1,Easy
Intensity XS ReCharge,1,Easy
Casino Tycoon,1,Easy
Cabelas Big Game Hunter 5: Platinum Series,1,Easy
Cabelas Ultimate Deer Hunt,1,Easy
Anachronox,1,Easy
11-11 Memories Retold,0,AAA High Graphics
4x4 Evo 2,1,Easy
A Plague Tale: Innocence,0,AAA High Graphics
112 Operator,3,Competitive/E-Sports
Agony,2,AAA Medium Graphics
Ancestors Legacy,2,AAA Medium Graphics
Akane,2,AAA Medium Graphics
American Truck Simulator - Oregon,2,AAA Medium Graphics
Age of Civilizations 2,3,Competitive/E-Sports
Age of Empires: Definitive Edition,1,Easy
Abandon Ship,2,AAA Medium Graphics
Among Us,3,Competitive/E-Sports
A Way Out,2,AAA Medium Graphics
Age of Empires II: Definitive Edition,3,Competitive/E-Sports
Afterparty,0,AAA High Graphics
Aery VR,0,AAA High Graphics
Aery,2,AAA Medium Graphics
Adam - Lost Memories,2,AAA Medium Graphics
Abyss Of The Sacrifice,3,Competitive/E-Sports
A Long Way Down,3,Competitive/E-Sports
Aeolis Tournament,3,Competitive/E-Sports
Aeioth RPG,0,AAA High Graphics
Adventures of Chris,3,Competitive/E-Sports
Adventure In Aellion,0,AAA High Graphics
Adore,2,AAA Medium Graphics
Age of Wonders: Planetfall - Revelations,2,AAA Medium Graphics
Alder's Blood,3,Competitive/E-Sports
Alchemist Simulator,2,AAA Medium Graphics
Age of Wonders: Planetfall,2,AAA Medium Graphics
Another Try,2,AAA Medium Graphics
Angry Toys,3,Competitive/E-Sports
Ancient Cities,0,AAA High Graphics
Ashina: The Red Witch: Prologue,1,Easy
Action Taimanin,3,Competitive/E-Sports
Atelier Ayesha: The Alchemist of Dusk DX,2,AAA Medium Graphics
Astra Exodus,2,AAA Medium Graphics
Astellia,2,AAA Medium Graphics
Ball 3D: Soccer Online,3,Competitive/E-Sports
Baldurs Gate 3,0,AAA High Graphics
Aquanox Deep Descent,0,AAA High Graphics
AO Tennis 2,0,AAA High Graphics
Batbarian: Testament of the Primordials,2,AAA Medium Graphics
BE-A Walker,3,Competitive/E-Sports
BattleBeasts,0,AAA High Graphics
Battle For Crown: Multiplayer,3,Competitive/E-Sports
Atelier Escha & Logy: Alchemists of the Dusk Sky DX,2,AAA Medium Graphics
BomjMan,2,AAA Medium Graphics
Bleeding Edge,0,AAA High Graphics
Blue Fire,3,Competitive/E-Sports
Bleach Brave Souls,3,Competitive/E-Sports
Blood of Steel,3,Competitive/E-Sports
Block Multiplayer: RPG,0,AAA High Graphics
Bloodstained: Curse of the Moon 2,3,Competitive/E-Sports
Bridge Constructor: The Walking Dead,3,Competitive/E-Sports
Boris The Rocket,2,AAA Medium Graphics
Boris and the Dark Survival,2,AAA Medium Graphics
Biomass,2,AAA Medium Graphics
Bug Academy,3,Competitive/E-Sports
Call of the Sea,0,AAA High Graphics
Call of Duty: Black Ops 5,0,AAA High Graphics
Battletoads,3,Competitive/E-Sports
Call of Duty Warzone,0,AAA High Graphics
Call of Anime: Vietnam War,3,Competitive/E-Sports
Cake Bash,3,Competitive/E-Sports
Charterstone: Digital Edition,3,Competitive/E-Sports
Chaos Galaxy,3,Competitive/E-Sports
Chair F*cking Simulator,3,Competitive/E-Sports
BPM: Bullets Per Minute,0,AAA High Graphics
Bugsnax,0,AAA High Graphics
Cartoon Strike,2,AAA Medium Graphics
Uncharted Collection,0,AAA High Graphics
Uncharted 4: A Thiefs End,0,AAA High Graphics
Colt Canyon,1,Easy
Coffee Talk,3,Competitive/E-Sports
Call of Duty: Black Ops Cold War,0,AAA High Graphics
Call of Duty: Black Ops,0,AAA High Graphics
Cogret,2,AAA Medium Graphics
Corruption 2029,0,AAA High Graphics
"Cook, Serve, Delicious! 3",3,Competitive/E-Sports
Celestian Tales: Realms Beyond,3,Competitive/E-Sports
Borderlands 3 - Psycho Krieg and the Fantastic Fustercluck,0,AAA High Graphics
Drift19,2,AAA Medium Graphics
Druidstone: The Secret of the Menhir Forest,2,AAA Medium Graphics
Cthulhu: Books of Ancients,2,AAA Medium Graphics
Crunch Element,0,AAA High Graphics
Dark Raider,3,Competitive/E-Sports
Comanche,0,AAA High Graphics
Colony Siege,2,AAA Medium Graphics
Delores: A Thimbleweed Park Mini-Adventure,1,Easy
Deemo Reborn,0,AAA High Graphics
DEEEER Simulator: Your Average Everyday Deer Game,3,Competitive/E-Sports
Control: The Foundation,0,AAA High Graphics
Control: AWE,0,AAA High Graphics
Deathtrap Dungeon: The Interactive Video Adventure,3,Competitive/E-Sports
Death Come True,3,Competitive/E-Sports
Doctor Who: The Runaway,2,AAA Medium Graphics
Dunrog,2,AAA Medium Graphics
Dungeons of Edera,2,AAA Medium Graphics
Dungeon Defenders: Awakened,2,AAA Medium Graphics
Dual Gear,2,AAA Medium Graphics
Dual Gear,2,AAA Medium Graphics
Dual Gear,2,AAA Medium Graphics
Dual Gear,2,AAA Medium Graphics
Enlisted,0,AAA High Graphics
Escape Room VR: Inner Voices,0,AAA High Graphics
Epicinium,1,Easy
Death end re;Quest 2,2,AAA Medium Graphics
Endzone - A World Apart,2,AAA Medium Graphics
Enemy On Board,1,Easy
Flying Circus,2,AAA Medium Graphics
Florence,3,Competitive/E-Sports
God's Challenge,0,AAA High Graphics
Haven,2,AAA Medium Graphics
Crumbling World,3,Competitive/E-Sports
Inmost,1,Easy
Dog Duty,2,AAA Medium Graphics
Divinia Chronicles: Relics of Gan-Ti,3,Competitive/E-Sports
Lawnmower Game: Next Generation,2,AAA Medium Graphics
Hellbound,2,AAA Medium Graphics
Metro: Exodus - Sam's Story,0,AAA High Graphics
Mod and Play,2,AAA Medium Graphics
Immortals: Fenyx Rising,0,AAA High Graphics
Godking: Master of Rituals,0,AAA High Graphics
Möbius Front 83,1,Easy
Zero Killed,0,AAA High Graphics
InvaderSwarm,1,Easy
Legend of Keepers: Career of a Dungeon Master,3,Competitive/E-Sports
Medieval Dynasty,0,AAA High Graphics
Yakuza: Like A Dragon,0,AAA High Graphics
Crysis Remastered,0,AAA High Graphics
YesterMorrow,3,Competitive/E-Sports
"Yes, Your Grace",2,AAA Medium Graphics
X4: Split Vendetta,0,AAA High Graphics
Zelter,2,AAA Medium Graphics
Crusader Kings III,2,AAA Medium Graphics
Zball V,1,Easy
Wrest,2,AAA Medium Graphics
Zombie Army 4: Dead War,0,AAA High Graphics
Wunderling,3,Competitive/E-Sports
World Puzzle,1,Easy
Worms Rumble,2,AAA Medium Graphics
XIII Remake,0,AAA High Graphics
Godfall,0,AAA High Graphics
Zero Hour,0,AAA High Graphics
World of Contraptions,3,Competitive/E-Sports
Wolflord - Werewolf Online,1,Easy
Withstand: Survival,0,AAA High Graphics
Xuan-Yuan Sword VII,0,AAA High Graphics
World of Horror,3,Competitive/E-Sports
Wire Lips,2,AAA Medium Graphics
Wintermoor Tactics Club,3,Competitive/E-Sports
Wingspan,3,Competitive/E-Sports
Wing of Misadventure,1,Easy
XCOM: Chimera Squad,2,AAA Medium Graphics
Windbound,2,AAA Medium Graphics
Wildfire,3,Competitive/E-Sports
Wild West and Wizards,3,Competitive/E-Sports
When The Past Was Around,3,Competitive/E-Sports
Worldwide Sports Fishing,2,AAA Medium Graphics
Westmark Manor,2,AAA Medium Graphics
What The Golf?,3,Competitive/E-Sports
Werewolf: The Apocalypse - Heart of the Forest,3,Competitive/E-Sports
Welcome to Elk,3,Competitive/E-Sports
World of Warcraft: Shadowlands,0,AAA High Graphics
Wasteland Remastered,3,Competitive/E-Sports
Warsworn: Dragon of Japan,0,AAA High Graphics
Weakless,2,AAA Medium Graphics
WarriOrb,2,AAA Medium Graphics
Wasteland 3,0,AAA High Graphics
Winter Resort Simulator Season 2,2,AAA Medium Graphics
Warhammer Underworlds: Online,2,AAA Medium Graphics
Warframe: Heart of Deimos,3,Competitive/E-Sports
Watch Dogs Legion,0,AAA High Graphics
Warfare 1944,0,AAA High Graphics
Warcraft 3: Reforged,1,Easy
Warborn,3,Competitive/E-Sports
War Room,0,AAA High Graphics
War Remains,0,AAA High Graphics
War Identity,0,AAA High Graphics
Warm Village,2,AAA Medium Graphics
VTube Studio,3,Competitive/E-Sports
Voidspace,1,Easy
VirtuaVerse,1,Easy
Virtual Battlegrounds,0,AAA High Graphics
Vigil: The Longest Night,1,Easy
Veterans Online,2,AAA Medium Graphics
West of Dead,0,AAA High Graphics
Warlander,0,AAA High Graphics
Veritas,1,Easy
Vaporum: Lockdown,3,Competitive/E-Sports
Vampire: The Masquerade - Shadows of New York,3,Competitive/E-Sports
Vampire's Fall: Origins,3,Competitive/E-Sports
Valhall: Harbinger,0,AAA High Graphics
Valgrave: Immortal Plains,3,Competitive/E-Sports
Vagrus - The Riven Realms,3,Competitive/E-Sports
V1RUZ,2,AAA Medium Graphics
Waking,0,AAA High Graphics
Urtuk: The Desolation,1,Easy
Uppers,3,Competitive/E-Sports
Unto The End,2,AAA Medium Graphics
Unicorn Dream,1,Easy
Under: Depths of Fear,2,AAA Medium Graphics
Ultramegon,3,Competitive/E-Sports
Ultrakill,3,Competitive/E-Sports
Ultimo Reino,3,Competitive/E-Sports
UFO: Brawlers from Beyond,2,AAA Medium Graphics
Two Point Hospital: Off The Grid,2,AAA Medium Graphics
Twin Mirror,2,AAA Medium Graphics
TT Isle of Man - Ride on the Edge 2,0,AAA High Graphics
Valorant,3,Competitive/E-Sports
Truck and Logistics Simulator,2,AAA Medium Graphics
Trials of Mana,2,AAA Medium Graphics
Travellers Rest,3,Competitive/E-Sports
Trapped Guys,1,Easy
Transport INC,3,Competitive/E-Sports
Transient,2,AAA Medium Graphics
TramSim,0,AAA High Graphics
Train Station Renovation,2,AAA Medium Graphics
Train Sim World 2,0,AAA High Graphics
Tour de France 2020,2,AAA Medium Graphics
Touhou Mechanical Scrollery,2,AAA Medium Graphics
Total War: Three Kingdoms - Mandate of Heaven,0,AAA High Graphics
Total War Saga: Troy,2,AAA Medium Graphics
Total Tank Simulator,2,AAA Medium Graphics
URUZ Return of The Er Kishi,0,AAA High Graphics
TrackMania Nations Remake,3,Competitive/E-Sports
Total War: Three Kingdoms - The Furious Wild,0,AAA High Graphics
Total War: Three Kingdoms - A World Betrayed,0,AAA High Graphics
Total Lockdown,2,AAA Medium Graphics
Timelie,3,Competitive/E-Sports
Tony Hawks Pro Skater 1 and 2,0,AAA High Graphics
Tinkertown,3,Competitive/E-Sports
Time To Stop Time,2,AAA Medium Graphics
Through the Darkest of Times,3,Competitive/E-Sports
This is the Zodiac Speaking,3,Competitive/E-Sports
There Is No Game: Wrong Dimension,3,Competitive/E-Sports
Those Who Remain,2,AAA Medium Graphics
Torque Drift,0,AAA High Graphics
The Walking Dead Onslaught,0,AAA High Graphics
Torchlight 3,2,AAA Medium Graphics
The VR Canyon,0,AAA High Graphics
The White Door,1,Easy
The Waylanders,0,AAA High Graphics
The Watchers,0,AAA High Graphics
Thems Fightin Herds,1,Easy
The Viking Way,0,AAA High Graphics
The Unexpected Quest,3,Competitive/E-Sports
The Uncertain: Light At The End,0,AAA High Graphics
The Yellow King,0,AAA High Graphics
The Wind Road,0,AAA High Graphics
Time Golf Squad,1,Easy
The Survivalists,3,Competitive/E-Sports
The Supper,3,Competitive/E-Sports
The Solitaire Conspiracy,3,Competitive/E-Sports
The Sims 4 Star Wars: Journey to Batuu,3,Competitive/E-Sports
The Wizards - Dark Times,0,AAA High Graphics
The Sojourn,2,AAA Medium Graphics
The Slormancer,3,Competitive/E-Sports
The Signifier,0,AAA High Graphics
The Shattering,0,AAA High Graphics
The Room VR: A Dark Matter,0,AAA High Graphics
The Rat Project,3,Competitive/E-Sports
The Pedestrian,2,AAA Medium Graphics
The Suicide of Rachel Foster,0,AAA High Graphics
The Stranger VR,0,AAA High Graphics
The Walking Dead: Saints And Sinners,0,AAA High Graphics
The Missing Few,0,AAA High Graphics
The Pathless,3,Competitive/E-Sports
The Longing,1,Easy
The Outer Worlds: Peril on Gorgon,0,AAA High Graphics
The Orb Chambers Remastered,1,Easy
The Legend of HyperStar,0,AAA High Graphics
The Jungle,2,AAA Medium Graphics
The Innsmouth Case,2,AAA Medium Graphics
The Light Remake,2,AAA Medium Graphics
The Heroic Legend of Eagarlnia,0,AAA High Graphics
The Hand of Glory,1,Easy
The Gateway Trilogy,1,Easy
The Last Show of Mr. Chardish,2,AAA Medium Graphics
The Feud: Wild West Tactics,3,Competitive/E-Sports
The Divine Invasion,0,AAA High Graphics
The Elder Scrolls Online: Greymoor,2,AAA Medium Graphics
The Dungeon Paradox,0,AAA High Graphics
The Jackbox Party Pack 7,3,Competitive/E-Sports
The House of Da Vinci 2,2,AAA Medium Graphics
The Dark Crystal: Age of Resistance Tactics,2,AAA Medium Graphics
The Dark Eye: Book of Heroes,2,AAA Medium Graphics
The Catch: Carp And Coarse,2,AAA Medium Graphics
The Blind Prophet,3,Competitive/E-Sports
The Curse of Kubel,3,Competitive/E-Sports
The Flower Collectors,2,AAA Medium Graphics
The Falconeer,0,AAA High Graphics
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,2,AAA Medium Graphics
The Henry Stickmin Collection,3,Competitive/E-Sports
The Black Masses,0,AAA High Graphics
The Beasts Of 9500,0,AAA High Graphics
The Battle of Polytopia,3,Competitive/E-Sports
The Dark Pictures: Little Hope,0,AAA High Graphics
The Dark Pictures Anthology: Little Hope,0,AAA High Graphics
The Alto Collection,3,Competitive/E-Sports
The Ambassador: Fractured Timelines,1,Easy
The Almost Gone,3,Competitive/E-Sports
The Academy: The First Riddle,3,Competitive/E-Sports
Tesla Force,3,Competitive/E-Sports
Terra Randoma,3,Competitive/E-Sports
The Adventures of 00 Dilly,2,AAA Medium Graphics
Tears of Avia,1,Easy
Teardown,0,AAA High Graphics
Tennis World Tour 2,2,AAA Medium Graphics
Tenderfoot Tactics,3,Competitive/E-Sports
Taurus VR,0,AAA High Graphics
Taur,2,AAA Medium Graphics
Tabletop Playground,0,AAA High Graphics
Table Manners: Physics-Based Dating Game,0,AAA High Graphics
Synergia,1,Easy
Terje Haakonsens Powder VR,0,AAA High Graphics
Swords n Magic and Stuff,0,AAA High Graphics
Tanuki Sunset,3,Competitive/E-Sports
Tank Mechanic Simulator,0,AAA High Graphics
Tamarin,2,AAA Medium Graphics
Sword Rogue,1,Easy
Sword Art Online: Alicization Lycoris,0,AAA High Graphics
Suzerain,1,Easy
Surviving the Aftermath,2,AAA Medium Graphics
Surviving Medieval,3,Competitive/E-Sports
Tell Me Why,0,AAA High Graphics
Survive the Blackout,3,Competitive/E-Sports
Survivalist: Invisible Strain,3,Competitive/E-Sports
Superhot: Mind Control Delete,2,AAA Medium Graphics
The Binding of Isaac: Repentance,2,AAA Medium Graphics
Super Crush KO,3,Competitive/E-Sports
Summer Memories,3,Competitive/E-Sports
Sumerians,2,AAA Medium Graphics
Subway Simulator,3,Competitive/E-Sports
Struggling,2,AAA Medium Graphics
Strobophagia | Rave Horror,2,AAA Medium Graphics
STRIDE,0,AAA High Graphics
Streets of Rage 4,2,AAA Medium Graphics
Streets Of Kamurocho,3,Competitive/E-Sports
Street Power Football,2,AAA Medium Graphics
Surgeon Simulator 2,2,AAA Medium Graphics
Temtem,2,AAA Medium Graphics
Super Mega Baseball 3,2,AAA Medium Graphics
Summer in Mara,2,AAA Medium Graphics
Strategic Mind: Blitzkrieg,3,Competitive/E-Sports
Storage Kings,0,AAA High Graphics
Stoneshard,1,Easy
Stone Rage,0,AAA High Graphics
Stormworks: Build and Rescue,2,AAA Medium Graphics
Stirring Abyss,1,Easy
Stellaris: Federations,3,Competitive/E-Sports
Stealthy Ninja,3,Competitive/E-Sports
State Of Decay 2: Juggernaut Edition,2,AAA Medium Graphics
Starship EVO,0,AAA High Graphics
Starena,3,Competitive/E-Sports
Star Wars: Squadrons,0,AAA High Graphics
Star Sonata 2,3,Competitive/E-Sports
Story Of Seasons: Friends Of Mineral Town,3,Competitive/E-Sports
Starport Delta,0,AAA High Graphics
StarCrossed (2020),2,AAA Medium Graphics
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,2,AAA Medium Graphics
Spellbreak,2,AAA Medium Graphics
Speaking Simulator,2,AAA Medium Graphics
Spirit of the North,2,AAA Medium Graphics
SPACERIFT: Arcanum System,3,Competitive/E-Sports
Spelunky 2,3,Competitive/E-Sports
Space Station Continuum,3,Competitive/E-Sports
Space Haven,3,Competitive/E-Sports
Space Crew,2,AAA Medium Graphics
Soul Axiom Rebooted,2,AAA Medium Graphics
Sorry For What?,3,Competitive/E-Sports
Sometimes Always Monsters,1,Easy
Someday Youll Return,0,AAA High Graphics
Soldat 2,1,Easy
Zombies Ate My Neighbors and Ghoul Patrol,3,Competitive/E-Sports
Soccer Manager 2020,1,Easy
SMUSH.TV - Competitive VR x PC Action,0,AAA High Graphics
YUME,0,AAA High Graphics
Skyhill: Black Mist,3,Competitive/E-Sports
Sky Haven,2,AAA Medium Graphics
Solasta: Crown of the Magister,0,AAA High Graphics
Soda Dungeon 2,3,Competitive/E-Sports
Skul: The Hero Slayer,2,AAA Medium Graphics
Shopkeepers Tale,3,Competitive/E-Sports
Ys IX: Monstrum Nox,2,AAA Medium Graphics
Youtubers Life 2,0,AAA High Graphics
Your Chronicle,3,Competitive/E-Sports
Yaga,3,Competitive/E-Sports
X4: Cradle of Humanity,0,AAA High Graphics
Shiro,1,Easy
Shing!,3,Competitive/E-Sports
Shieldwall,0,AAA High Graphics
Shank n Bake,1,Easy
SnowRunner,0,AAA High Graphics
Shanghai Office Simulator,3,Competitive/E-Sports
Shadow Empire,1,Easy
Zanki Zero: Last Beginning,2,AAA Medium Graphics
Your Island -Kimi No Sima-,3,Competitive/E-Sports
Yooka-Laylee and the Impossible Lair,3,Competitive/E-Sports
YIIK: A Postmodern RPG,3,Competitive/E-Sports
Simulacra 2,0,AAA High Graphics
Zombieland: Double Tap - Road Trip,2,AAA Medium Graphics
Yakuza Remastered Collection,2,AAA Medium Graphics
Wrestling Empire,3,Competitive/E-Sports
WRC 10 FIA World Rally Championship,0,AAA High Graphics
Wushu Chronicles 2,2,AAA Medium Graphics
WRC 9 FIA World Rally Championship,0,AAA High Graphics
Wobbledogs,3,Competitive/E-Sports
Witchfire,0,AAA High Graphics
Sentinels of Freedom,2,AAA Medium Graphics
WolfTeam: Classic,3,Competitive/E-Sports
Shadow Arena,0,AAA High Graphics
Wolfenstein III,0,AAA High Graphics
Second Extinction,0,AAA High Graphics
SCP: The Foundation,2,AAA Medium Graphics
SCP: Escape Together,0,AAA High Graphics
ScourgeBringer,1,Easy
World War Z: Aftermath,2,AAA Medium Graphics
Samurai Shodown NeoGeo Collection,3,Competitive/E-Sports
Yakuza 5 Remastered,2,AAA Medium Graphics
Yakuza 4 Remastered,2,AAA Medium Graphics
Yakuza 3 Remastered,2,AAA Medium Graphics
XenoRaptor,1,Easy
Xenonauts 2,1,Easy
Wytchsun: Elleros Origins,0,AAA High Graphics
Sectors Edge,3,Competitive/E-Sports
WWE 2K20,0,AAA High Graphics
WRC 8: FIA World Rally Championship,2,AAA Medium Graphics
Wildermyth,3,Competitive/E-Sports
Wild Terra 2: New Lands,2,AAA Medium Graphics
Wigmund: The Return of the Hidden Knights,0,AAA High Graphics
What The Dub?!,3,Competitive/E-Sports
Werewolf: The Apocalypse - Earthblood,0,AAA High Graphics
Secret Government,3,Competitive/E-Sports
Werewolf: The Apocalypse,0,AAA High Graphics
Wave Break,0,AAA High Graphics
Samurai Jack: Battle Through Time,0,AAA High Graphics
Saints Row 3 Remastered,0,AAA High Graphics
Saint Kotar: The Yellow Mask,3,Competitive/E-Sports
Wrath: Aeon of Ruin,3,Competitive/E-Sports
Sam and Max Save the World Remastered,3,Competitive/E-Sports
Sakuna: Of Rice and Ruin,0,AAA High Graphics
Saber Fight VR,0,AAA High Graphics
Woven,2,AAA Medium Graphics
Wolfenstein: Youngblood,0,AAA High Graphics
Watch Dogs Legion: Bloodline,0,AAA High Graphics
Wounded,0,AAA High Graphics
Warpips,2,AAA Medium Graphics
Warhammer Age of Sigmar: Storm Ground,0,AAA High Graphics
"Warhammer 40,000: Dakka Squadron - Flyboyz Edition",3,Competitive/E-Sports
Warehouse Tycoon,2,AAA Medium Graphics
War Mongrels,0,AAA High Graphics
Voxel Tycoon,3,Competitive/E-Sports
Viking Vengeance,2,AAA Medium Graphics
Veneficium,0,AAA High Graphics
Ruins Seeker,3,Competitive/E-Sports
Rugby League Team Manager 3,3,Competitive/E-Sports
Rugby 20,0,AAA High Graphics
World War Z,0,AAA High Graphics
RPG NPC Simulator VR,0,AAA High Graphics
Rover Mechanic Simulator,0,AAA High Graphics
Wolfenstein: Cyberpilot,0,AAA High Graphics
Within Whispers: The Fall,2,AAA Medium Graphics
Ruinarch,3,Competitive/E-Sports
Royal Rescue SRPG,1,Easy
World of Warcraft Classic,2,AAA Medium Graphics
Winter Resort Simulator,2,AAA Medium Graphics
Vedelem: The Golden Horde,0,AAA High Graphics
"Warhammer 40,000: Battlesector",2,AAA Medium Graphics
Vampire: The Masquerade - Swansong,0,AAA High Graphics
Windy Kingdom,2,AAA Medium Graphics
Wilmot's Warehouse,3,Competitive/E-Sports
Wide Cross,2,AAA Medium Graphics
Utawarerumono: Prelude to the Fallen,3,Competitive/E-Sports
RollerCoaster Tycoon 3: Complete Edition,3,Competitive/E-Sports
Röki,2,AAA Medium Graphics
Untrusted,1,Easy
Romance of the Three Kingdoms XIV,0,AAA High Graphics
Rocket Arena,2,AAA Medium Graphics
Westworld Awakening,0,AAA High Graphics
Robotics in VR,0,AAA High Graphics
Valheim,0,AAA High Graphics
Rogue Legacy 2,2,AAA Medium Graphics
Who Is This Man,3,Competitive/E-Sports
Weedcraft Inc,0,AAA High Graphics
Urban Explorer,2,AAA Medium Graphics
We Were Here Together,2,AAA Medium Graphics
Undying,2,AAA Medium Graphics
UNBEATABLE [white label],2,AAA Medium Graphics
Ultimate ADOM - Caverns of Chaos,3,Competitive/E-Sports
Rogue Company,2,AAA Medium Graphics
We. The Revolution,3,Competitive/E-Sports
Ultimate Summer,2,AAA Medium Graphics
Rock of Ages 3: Make & Break,0,AAA High Graphics
Robo Terror,1,Easy
Rival Stars Horse Racing: Desktop Edition,2,AAA Medium Graphics
Risk: Global Domination,1,Easy
Risk of Rain 2,2,AAA Medium Graphics
Rising Lords,3,Competitive/E-Sports
We Happy Few - They Came From Below,2,AAA Medium Graphics
We Happy Few - Lightbearer,2,AAA Medium Graphics
Wayward Souls,1,Easy
Until We Die,2,AAA Medium Graphics
Wattam,3,Competitive/E-Sports
Wartile,2,AAA Medium Graphics
Warsaw,2,AAA Medium Graphics
Warhammer: Vermintide 2 - Winds of Magic,0,AAA High Graphics
Warhammer: Chaosbane,0,AAA High Graphics
Ultimate Admiral: Age of Sail,0,AAA High Graphics
